Frame,Object.ID,Transformed.X,Transformed.Y,Spiel läuft,Game,Spieler schlägt,Speed
90,0,1.2691275128599613,-11.519476758453807,Nein,Spiel läuft nicht,Nein,0.7576343116848588
91,0,1.2466946360414828,-11.534446065774,Nein,Spiel läuft nicht,Nein,0.8090628601038825
92,0,1.2244223849085711,-11.550973907262161,Nein,Spiel läuft nicht,Nein,0.832045938218997
93,0,1.2011923032402816,-11.569351402112243,Nein,Spiel läuft nicht,Nein,0.8886124634238312
94,0,1.1750747619884483,-11.589890092955475,Nein,Spiel läuft nicht,Nein,0.9967785131791098
95,0,1.1453240114042553,-11.612019096706948,Nein,Spiel läuft nicht,Nein,1.1123488529323993
96,0,1.113544809143378,-11.63575011268286,Nein,Spiel läuft nicht,Nein,1.1898617289534381
97,0,1.081929781828871,-11.658397265215028,Nein,Spiel läuft nicht,Nein,1.1666889572294135
98,0,1.049220365817213,-11.679196786470115,Nein,Spiel läuft nicht,Nein,1.1628729002939564
99,0,1.0118735754354216,-11.699192764864517,Nein,Spiel läuft nicht,Nein,1.2708893395546936
100,0,0.9699657669464141,-11.718663340430016,Nein,Spiel läuft nicht,Nein,1.3863011767587987
101,0,0.9267179861887429,-11.736879237347496,Nein,Spiel läuft nicht,Nein,1.4078247394028423
102,0,0.8836245476309305,-11.753428087395097,Nein,Spiel läuft nicht,Nein,1.3848530594148003
103,0,0.840517757320312,-11.768709763459125,Nein,Spiel läuft nicht,Nein,1.3720614034322804
104,0,0.8008555165401848,-11.781099256055349,Nein,Spiel läuft nicht,Nein,1.2465687239151333
105,0,0.7658037636246986,-11.790116326628466,Nein,Spiel läuft nicht,Nein,1.0857898736643228
106,0,0.7315762051303468,-11.797487250531239,Nein,Spiel läuft nicht,Nein,1.0503669128919981
107,0,0.6957572417478338,-11.804549938710586,Nein,Spiel läuft nicht,Nein,1.0952587511199596
108,0,0.6570619842013654,-11.81151892917664,Nein,Spiel läuft nicht,Nein,1.179534147972457
109,0,0.6179163331399461,-11.817607314303,Nein,Spiel läuft nicht,Nein,1.1884886989039336
110,0,0.5793699783682751,-11.822466771403032,Nein,Spiel läuft nicht,Nein,1.165543740295284
111,0,0.5407050627390183,-11.825188855498428,Nein,Spiel läuft nicht,Nein,1.162818514728742
112,0,0.5020399509265777,-11.824143635771375,Nein,Spiel läuft nicht,Nein,1.1603771025712803
113,0,0.46167103373994295,-11.820055080734413,Nein,Spiel läuft nicht,Nein,1.2172629877723533
114,0,0.42023113968643827,-11.811903333388113,Nein,Spiel läuft nicht,Nein,1.2670217928541103
115,0,0.37748474449591923,-11.800897840573064,Nein,Spiel läuft nicht,Nein,1.3242120889410038
116,0,0.3357104310435335,-11.786213205291869,Nein,Spiel läuft nicht,Nein,1.3284045317537574
117,0,0.294613474172716,-11.771766391757915,Nein,Spiel läuft nicht,Nein,1.3068677273519353
118,0,0.255999668411724,-11.756639909903095,Nein,Spiel läuft nicht,Nein,1.2441273261956045
119,0,0.21928552359993092,-11.741467893459765,Nein,Spiel läuft nicht,Nein,1.1917661939307516
120,0,0.17778469655040835,-11.725142972795009,Nein,Spiel läuft nicht,Nein,1.3378862105778897
121,0,0.13586228177631182,-11.708531164961723,Nein,Spiel läuft nicht,Nein,1.352810747289975
122,0,0.09140129205113105,-11.693753708895223,Nein,Spiel läuft nicht,Nein,1.4055737382385838
123,0,0.0509847662363834,-11.68245083511314,Nein,Spiel läuft nicht,Nein,1.2590176580179704
124,0,0.01352515127531756,-11.67375980647419,Nein,Spiel läuft nicht,Nein,1.153638183596115
125,0,-0.021677614060812284,-11.666503419124382,Nein,Spiel läuft nicht,Nein,1.0782860753125587
126,0,-0.05288193106650599,-11.660721039937535,Nein,Spiel läuft nicht,Nein,0.9520665827383493
127,0,-0.0869571982218155,-11.655085461868545,Nein,Spiel läuft nicht,Nein,1.036144398570805
128,0,-0.11957499753231149,-11.650856344454915,Nein,Spiel läuft nicht,Nein,0.9867247029249099
129,0,-0.1495760244487202,-11.64503743469982,Nein,Spiel läuft nicht,Nein,0.9168037925855925
130,0,-0.19316473470733803,-11.638434074164877,Nein,Spiel läuft nicht,Nein,1.3225815774944674
131,0,-0.22433297588807102,-11.62896022508458,Nein,Spiel läuft nicht,Nein,0.9772879653546
132,0,-0.25062543896220313,-11.619249129629528,Nein,Spiel läuft nicht,Nein,0.8408561651659249
133,0,-0.2764011014730258,-11.610897023750184,Nein,Spiel läuft nicht,Nein,0.8128518963762429
134,0,-0.3005185742750906,-11.602934777612042,Nein,Spiel läuft nicht,Nein,0.7619349526898085
135,0,-0.32333364806465004,-11.595813274413967,Nein,Spiel läuft nicht,Nein,0.7170209619257376
136,0,-0.3433449750146735,-11.589281263025214,Nein,Spiel läuft nicht,Nein,0.6315127403110571
137,0,-0.3602400959480271,-11.583366130019641,Nein,Spiel läuft nicht,Nein,0.5370200357934818
138,0,-0.3739880020188853,-11.578022523670331,Nein,Spiel läuft nicht,Nein,0.44249649166357935
139,0,-0.38471147278176654,-11.572164141999274,Nein,Spiel läuft nicht,Nein,0.36658166198752223
140,0,-0.39291189888124933,-11.566460032886928,Nein,Spiel läuft nicht,Nein,0.2996755980735832
141,0,-0.39763995254167217,-11.559845261605727,Nein,Spiel läuft nicht,Nein,0.24392359760097218
142,0,-0.39877264569947873,-11.553379095578629,Nein,Spiel läuft nicht,Nein,0.1969387396927236
143,0,-0.3973118460904873,-11.546636272941981,Nein,Spiel läuft nicht,Nein,0.20697737399587068
144,0,-0.39626005223328514,-11.540077597343615,Nein,Spiel läuft nicht,Nein,0.199274299221933
145,0,-0.39460929052549065,-11.533451609152943,Nein,Spiel läuft nicht,Nein,0.2048557061615848
146,0,-0.3940281760714003,-11.526921378053844,Nein,Spiel läuft nicht,Nein,0.19668108957078048
147,0,-0.3938030073649873,-11.520865668264456,Nein,Spiel läuft nicht,Nein,0.1817968366052458
148,0,-0.3938214360566195,-11.513631949511574,Nein,Spiel läuft nicht,Nein,0.21701226682201533
149,0,-0.3928101941390376,-11.504562985617437,Nein,Spiel läuft nicht,Nein,0.27375508158960665
150,0,-0.39079799813803906,-11.495203190222473,Nein,Spiel läuft nicht,Nein,0.2872093875969615
151,0,-0.37973001917388755,-11.483133678155951,Nein,Spiel läuft nicht,Nein,0.4912799119517491
152,0,-0.36972631330550454,-11.469839317797607,Nein,Spiel läuft nicht,Nein,0.4991319801362869
153,0,-0.3549246178669373,-11.453754116649943,Nein,Spiel läuft nicht,Nein,0.6557754916396528
154,0,-0.3368090596423898,-11.43238403325347,Nein,Spiel läuft nicht,Nein,0.8404573295196266
155,0,-0.3160375001156365,-11.407927342619555,Nein,Spiel läuft nicht,Nein,0.9626155316339126
156,0,-0.29429575303670275,-11.380122957259527,Nein,Spiel läuft nicht,Nein,1.058871413422773
157,0,-0.26761560392718764,-11.352098635573437,Nein,Spiel läuft nicht,Nein,1.1608073338087816
158,0,-0.24005587066822529,-11.322783646593148,Nein,Spiel läuft nicht,Nein,1.2070694796065644
159,0,-0.21223146972470752,-11.296156047886072,Nein,Spiel läuft nicht,Nein,1.1553803143093846
160,0,-0.18581439149715712,-11.273759804534741,Nein,Spiel läuft nicht,Nein,1.0389939193755127
161,0,-0.16777149109708867,-11.25578707484177,Nein,Spiel läuft nicht,Nein,0.7640083381201156
162,0,-0.14684047151869956,-11.238547443836373,Nein,Spiel läuft nicht,Nein,0.8134993620242408
163,0,-0.125697689889066,-11.222312209356577,Nein,Spiel läuft nicht,Nein,0.7997124785115477
164,0,-0.10485352320804274,-11.207472206445999,Nein,Spiel läuft nicht,Nein,0.7676160980014802
165,0,-0.08593970916984943,-11.193302488370648,Nein,Spiel läuft nicht,Nein,0.7089865616678923
166,0,-0.07507373771609842,-11.179621011365953,Nein,Spiel läuft nicht,Nein,0.5241440010124753
167,0,-0.0686724533638064,-11.166595065751766,Nein,Spiel läuft nicht,Nein,0.43541535394653436
168,0,-0.06465353580098727,-11.154200988552864,Nein,Spiel läuft nicht,Nein,0.3908815206557731
169,0,-0.06020615101153652,-11.139980619972782,Nein,Spiel läuft nicht,Nein,0.4469880340869729
170,0,-0.056340177333388836,-11.123747291768753,Nein,Spiel läuft nicht,Nein,0.5006196433959309
171,0,-0.05659505417630556,-11.106881119845575,Nein,Spiel läuft nicht,Nein,0.5060429288040033
172,0,-0.058744167543903256,-11.089302262837148,Nein,Spiel läuft nicht,Nein,0.5312922094201699
173,0,-0.06162391847400789,-11.07060703600682,Nein,Spiel läuft nicht,Nein,0.5674716067709189
174,0,-0.06432511427441726,-11.05038368936313,Nein,Spiel läuft nicht,Nein,0.6120883820173976
175,0,-0.06671720858028793,-11.027486672207191,Nein,Spiel läuft nicht,Nein,0.6906489403646406
176,0,-0.06963318184617884,-11.0039999602431,Nein,Spiel läuft nicht,Nein,0.7100110457411378
177,0,-0.07384389980457132,-10.980208070809045,Nein,Spiel läuft nicht,Nein,0.7248487660958414
178,0,-0.07896006042311934,-10.95482894502247,Nein,Spiel läuft nicht,Nein,0.7766901651553332
179,0,-0.08457930276508988,-10.930294421525321,Nein,Spiel läuft nicht,Nein,0.7550939378361786
180,0,-0.09091362041661225,-10.901702604040894,Nein,Spiel läuft nicht,Nein,0.8785522445796101
181,0,-0.09733174658876338,-10.872787064649765,Nein,Spiel läuft nicht,Nein,0.8885779007253156
182,0,-0.10360706450783552,-10.843310425640313,Nein,Spiel läuft nicht,Nein,0.9041165168555951
183,0,-0.10962693144542039,-10.813553630934575,Nein,Spiel läuft nicht,Nein,0.9107881565957705
184,0,-0.11547354314225183,-10.78157993765796,Nein,Spiel läuft nicht,Nein,0.975115345521979
185,0,-0.12111417233558212,-10.749349004857589,Nein,Spiel läuft nicht,Nein,0.9816235297663183
186,0,-0.12650708721238751,-10.718359082495526,Nein,Spiel läuft nicht,Nein,0.9436699301067093
187,0,-0.13147206411739604,-10.690124055108374,Nein,Spiel läuft nicht,Nein,0.8600470862100926
188,0,-0.13596821280362054,-10.66634030367536,Nein,Spiel läuft nicht,Nein,0.7261500992993172
189,0,-0.14033847587273468,-10.644151091398609,Nein,Spiel läuft nicht,Nein,0.6784646687045774
190,0,-0.143889282057819,-10.624377476184408,Nein,Spiel läuft nicht,Nein,0.6026970008909599
191,0,-0.14659121308155842,-10.606455693690444,Nein,Spiel läuft nicht,Nein,0.5437293877621521
192,0,-0.1488882890464234,-10.591936271790832,Nein,Spiel läuft nicht,Nein,0.44100017376251205
193,0,-0.15158215188743934,-10.576730901860866,Nein,Spiel läuft nicht,Nein,0.4632646700774623
194,0,-0.15466093664678124,-10.559941267133857,Nein,Spiel läuft nicht,Nein,0.5120875656317891
195,0,-0.15791092233587647,-10.54260720953357,Nein,Spiel läuft nicht,Nein,0.5290829461270297
196,0,-0.16203549070994464,-10.524808083778822,Nein,Spiel läuft nicht,Nein,0.5481230224275394
197,0,-0.16673545442306378,-10.507491805512792,Nein,Spiel läuft nicht,Nein,0.5382832309315366
198,0,-0.17176318146599964,-10.490331560284677,Nein,Spiel läuft nicht,Nein,0.5364483665336313
199,0,-0.17702798326436814,-10.4737700131245,Nein,Spiel läuft nicht,Nein,0.5213469900971494
200,0,-0.1813669140116438,-10.4588419063071,Nein,Spiel läuft nicht,Nein,0.4663766973844607
201,0,-0.18529423184919477,-10.44379649596122,Nein,Spiel läuft nicht,Nein,0.46648620353207554
202,0,-0.18848485655520225,-10.427081732883881,Nein,Spiel läuft nicht,Nein,0.5104968674453652
203,0,-0.19176899596575503,-10.404665809365234,Nein,Spiel läuft nicht,Nein,0.6796567361364105
204,0,-0.19394625401106122,-10.378818635552081,Nein,Spiel läuft nicht,Nein,0.7781613984584884
205,0,-0.19614296626757738,-10.342084887370067,Nein,Spiel läuft nicht,Nein,1.1039811684144762
206,0,-0.19818722537660854,-10.300943912861834,Nein,Spiel läuft nicht,Nein,1.2357519576811202
207,0,-0.19971352078772658,-10.257349913655082,Nein,Spiel läuft nicht,Nein,1.3086213012435262
208,0,-0.2006080185833429,-10.213242464000569,Nein,Spiel läuft nicht,Nein,1.3234955675024345
209,0,-0.2005909311235599,-10.171620852593467,Nein,Spiel läuft nicht,Nein,1.248648447440101
210,0,-0.19878795435335017,-10.131524190753481,Nein,Spiel läuft nicht,Nein,1.2041153243562956
211,0,-0.19518304358243643,-10.096722145464195,Nein,Spiel läuft nicht,Nein,1.049647542837782
212,0,-0.18909537957591332,-10.066119016954747,Nein,Spiel läuft nicht,Nein,0.9360822692797242
213,0,-0.18147470027870252,-10.038328851562545,Nein,Spiel läuft nicht,Nein,0.8644832218899453
214,0,-0.17345223561786383,-10.01337238876294,Nein,Spiel läuft nicht,Nein,0.786426396576437
215,0,-0.16634214872779757,-9.9906833215812,Nein,Spiel läuft nicht,Nein,0.7133108681673478
216,0,-0.16084366504367964,-9.970864995624641,Nein,Spiel läuft nicht,Nein,0.6170084520413162
217,0,-0.15651269417362348,-9.954523467651544,Nein,Spiel läuft nicht,Nein,0.5071711354715555
218,0,-0.14884258922990568,-9.939251555799624,Nein,Spiel läuft nicht,Nein,0.5126944717026168
219,0,-0.13896017398482394,-9.925835380628726,Nein,Spiel läuft nicht,Nein,0.4998902865261449
220,0,-0.12805887390990323,-9.913781318355596,Nein,Spiel läuft nicht,Nein,0.48757038932564517
221,0,-0.11745671044746772,-9.90325573497342,Nein,Spiel läuft nicht,Nein,0.44819013605545127
222,0,-0.10798128975070431,-9.89304787920491,Nein,Spiel läuft nicht,Nein,0.4178343273286842
223,0,-0.10530226074351848,-9.885561679552612,Nein,Spiel läuft nicht,Nein,0.23853373658640742
224,0,-0.10117579909989481,-9.87937868210956,Nein,Spiel läuft nicht,Nein,0.22300544560474786
225,0,-0.0960971911266083,-9.874642951455625,Nein,Spiel läuft nicht,Nein,0.20832057842580087
226,0,-0.08947409332519776,-9.871005224040886,Nein,Spiel läuft nicht,Nein,0.22669061892344927
227,0,-0.08644932675666259,-9.869119421275673,Nein,Spiel läuft nicht,Nein,0.10693417777805701
228,0,-0.08533902235085195,-9.868427411149792,Nein,Spiel läuft nicht,Nein,0.039249057302009165
229,0,-0.08461114920202388,-9.868461291257692,Nein,Spiel läuft nicht,Nein,0.02185983678453604
230,0,-0.08408709003526058,-9.869601670801766,Nein,Spiel läuft nicht,Nein,0.0376509384123383
231,0,-0.08308817850387185,-9.87206439664476,Nein,Spiel läuft nicht,Nein,0.07972802858946922
232,0,-0.08114682365402451,-9.874255490895512,Nein,Spiel läuft nicht,Nein,0.08782241969928307
233,0,-0.07733753168411353,-9.876565314445187,Nein,Spiel läuft nicht,Nein,0.13364651558643567
234,0,-0.07459938388010473,-9.881261770212076,Nein,Spiel läuft nicht,Nein,0.1630911866111796
235,0,-0.0719489570399416,-9.888116938390194,Nein,Spiel läuft nicht,Nein,0.2204910063172862
236,0,-0.06853087769681854,-9.896553837258004,Nein,Spiel läuft nicht,Nein,0.2730898680130508
237,0,-0.0635504342196207,-9.905611528343144,Nein,Spiel läuft nicht,Nein,0.3100998653999107
238,0,-0.05709770148024143,-9.917265078802277,Nein,Spiel läuft nicht,Nein,0.39962319539596386
239,0,-0.049719146688721086,-9.93190146274824,Nein,Spiel läuft nicht,Nein,0.4917317614742673
240,0,-0.041857697358332974,-9.950693173829004,Nein,Spiel läuft nicht,Nein,0.611095501395208
241,0,-0.03396316081832529,-9.973447911076226,Nein,Spiel läuft nicht,Nein,0.7225590612084793
242,0,-0.024795895601150364,-9.999822072881871,Nein,Spiel läuft nicht,Nein,0.8376584305438177
243,0,-0.01518212521473708,-10.03010607517017,Nein,Spiel läuft nicht,Nein,0.9532003137202354
244,0,-0.00587612274013434,-10.058849924621764,Nein,Spiel läuft nicht,Nein,0.9063826493362984
245,0,0.002848473953569186,-10.08826351202257,Nein,Spiel läuft nicht,Nein,0.9204074859144357
246,0,0.012501498351018353,-10.118181547632405,Nein,Spiel läuft nicht,Nein,0.9431027310384675
247,0,0.022292457023698364,-10.146811343560618,Nein,Spiel läuft nicht,Nein,0.907730840039661
248,0,0.03204608445536397,-10.174759417506145,Nein,Spiel läuft nicht,Nein,0.888034502036021
249,0,0.04515637441970427,-10.200330970589835,Nein,Spiel läuft nicht,Nein,0.8620937460943332
250,0,0.060022577633472685,-10.225496363726498,Nein,Spiel läuft nicht,Nein,0.8768528432663271
251,0,0.07507222504771473,-10.253311292221285,Nein,Spiel läuft nicht,Nein,0.9487602020620658
252,0,0.08948349134822887,-10.28266643451436,Nein,Spiel läuft nicht,Nein,0.981054574367737
253,0,0.10407928169168854,-10.310316294552074,Nein,Spiel läuft nicht,Nein,0.9379747705934702
254,0,0.11829952333905544,-10.337066367332838,Nein,Spiel läuft nicht,Nein,0.908847346729432
255,0,0.12736324850239378,-10.363762099383003,Nein,Spiel läuft nicht,Nein,0.8457729607747266
256,0,0.13892599392392024,-10.387058693868813,Nein,Spiel läuft nicht,Nein,0.7802471125786873
257,0,0.16728025408812902,-10.40100619373693,Nein,Spiel läuft nicht,Nein,0.9479700099832665
258,0,0.20508883669891295,-10.409992986351234,Nein,Spiel läuft nicht,Nein,1.1658585782487088
259,0,0.24390208763663893,-10.417253127250223,Nein,Spiel läuft nicht,Nein,1.1845928772389493
260,0,0.28262534562975095,-10.429139672606727,Nein,Spiel läuft nicht,Nein,1.2151965285919795
261,0,0.3206565912989925,-10.445101732538427,Nein,Spiel läuft nicht,Nein,1.2373547203513078
262,0,0.34987038485734895,-10.465524918518426,Nein,Spiel läuft nicht,Nein,1.0693442072969266
263,0,0.37606426307329,-10.488227257424745,Nein,Spiel läuft nicht,Nein,1.0398864856454362
264,0,0.4062076173676109,-10.511206984067986,Nein,Spiel läuft nicht,Nein,1.137110671940041
265,0,0.4156119108112878,-10.540954596020871,Nein,Spiel läuft nicht,Nein,0.9359620915757226
266,0,0.4316998109283885,-10.570250458677073,Nein,Spiel läuft nicht,Nein,1.002677061198653
267,0,0.44915733658549545,-10.598422573108977,Nein,Spiel läuft nicht,Nein,0.9942785878563093
268,0,0.4722489893056216,-10.626618740988484,Nein,Spiel läuft nicht,Nein,1.0933542324391625
269,0,0.4953865688217948,-10.653803290744944,Nein,Spiel läuft nicht,Nein,1.0709400535024654
270,0,0.5195335064021744,-10.683421963763529,Nein,Spiel läuft nicht,Nein,1.146432007274438
271,0,0.5441440959997293,-10.71466689153271,Nein,Spiel läuft nicht,Nein,1.193203238545967
272,0,0.5687370703162711,-10.74306692835752,Nein,Spiel läuft nicht,Nein,1.127048725497771
273,0,0.5900838220153808,-10.770523053250955,Nein,Spiel läuft nicht,Nein,1.0433457442480962
274,0,0.6113579004067602,-10.797405998323846,Nein,Spiel läuft nicht,Nein,1.0284703362154863
275,0,0.6315253770631731,-10.824758655785255,Nein,Spiel läuft nicht,Nein,1.0195123767759247
276,0,0.6476193469097629,-10.855460665039296,Nein,Spiel läuft nicht,Nein,1.039935725846716
