Frame,Object.ID,Transformed.X,Transformed.Y,Spiel läuft,Game,Speed,Spieler schlägt
72,0,1.3709091838238154,-11.214690197667121,Nein,Spiel läuft nicht,0.4935354773173586,Nein
73,0,1.370002110334466,-11.235953417529462,Nein,Spiel läuft nicht,0.5643207401231217,Nein
73,1,-2.440627816630944,13.72378674531397,Nein,Spiel läuft nicht,0.551933515972075,Nein
74,1,-2.440704026564905,13.72538610859535,Nein,Spiel läuft nicht,0.5837870173590869,Nein
74,0,1.3690888522258486,-11.259851251718086,Nein,Spiel läuft nicht,0.6337245356129411,Nein
75,0,1.3684399673173009,-11.285335082826926,Nein,Spiel läuft nicht,0.6988850878608602,Nein
75,1,-2.47082018371833,13.668991461415807,Nein,Spiel läuft nicht,1.5083088104610896,Nein
76,1,-2.4760292894118776,13.600856471651792,Nein,Spiel läuft nicht,3.3568615531282147,Nein
76,0,1.3680928462130357,-11.31276845434326,Nein,Spiel läuft nicht,0.7600312764378137,Nein
77,1,-2.463719970785592,13.169682491944787,Nein,Spiel läuft nicht,5.77189715607421,Nein
77,0,1.3672077305440866,-11.341837437405282,Nein,Spiel läuft nicht,0.8065276265396455,Nein
78,0,1.365037429786402,-11.371840969209304,Nein,Spiel läuft nicht,0.8290594894121828,Nein
78,1,-2.4639501004347535,12.740516416328031,Nein,Spiel läuft nicht,8.240768118316927,Nein
79,1,-2.4794600942430733,12.388743101116546,Nein,Spiel läuft nicht,,Nein
79,0,1.3647739267931465,-11.399861726961662,Nein,Spiel läuft nicht,0.820631708173053,Nein
80,0,1.364297619509406,-11.423739709489219,Nein,Spiel läuft nicht,0.7787397053070959,Nein
80,1,-2.5112622684493737,11.874895921959979,Nein,Spiel läuft nicht,,Nein
81,0,1.3634568382802017,-11.444448637589701,Nein,Spiel läuft nicht,0.70878089392161,Nein
81,1,-2.5544063576882965,11.489476665770141,Nein,Spiel läuft nicht,,Nein
82,1,-2.5852992843516076,11.236911772968922,Nein,Spiel läuft nicht,9.981656026143723,Nein
82,0,1.3617350822943997,-11.460847825393522,Nein,Spiel läuft nicht,0.624041607159032,Nein
83,0,1.3570920456836177,-11.474827434265102,Nein,Spiel läuft nicht,0.5450248980051416,Nein
83,1,-2.605518382308068,11.094797463180619,Nein,Spiel läuft nicht,8.048954964921542,Nein
84,0,1.3496981095670018,-11.487069745213258,Nein,Spiel läuft nicht,0.48295609850963955,Nein
84,1,-2.621228723740868,10.995569162166529,Nein,Spiel läuft nicht,6.354916643075843,Nein
85,1,-2.634965860360856,10.911370113060642,Nein,Spiel läuft nicht,4.946798375414393,Nein
85,0,1.341902702630855,-11.498375226111623,Nein,Spiel läuft nicht,0.44467308392752725,Nein
86,1,-2.712381826659673,10.70178024966912,Nein,Spiel läuft nicht,4.327914020173521,Nein
86,0,1.3328814163809566,-11.508644776922447,Nein,Spiel läuft nicht,0.43171678528334567,Nein
87,0,1.3221479270617391,-11.518665555035092,Nein,Spiel läuft nicht,0.4517907967676451,Nein
87,1,-2.7509842910780242,10.561941956406127,Nein,Spiel läuft nicht,4.02793252112561,Nein
88,0,1.3085322997590565,-11.528736376070022,Nein,Spiel läuft nicht,0.4973196706433851,Nein
88,1,-2.7770681382677607,10.456730526038866,Nein,Spiel läuft nicht,4.476111638304693,Nein
89,0,1.2889662763603176,-11.541464207460296,Nein,Spiel läuft nicht,0.5640671338659169,Nein
89,1,-2.799144697866531,10.364339430218289,Nein,Spiel läuft nicht,4.96264145224483,Nein
90,0,1.2677685066835283,-11.554654827798739,Nein,Spiel läuft nicht,0.6382349368053648,Nein
90,1,-2.9004012067761575,10.029096682886497,Nein,Spiel läuft nicht,5.45072793736772,Nein
91,1,-2.948129937909681,9.829072142711297,Nein,Spiel läuft nicht,5.424079196669853,Nein
91,0,1.245413742238071,-11.569179908225976,Nein,Spiel läuft nicht,0.714608175061979,Nein
92,0,1.2232216819021973,-11.585274080686698,Nein,Spiel läuft nicht,0.7840078304300048,Nein
92,1,-2.981878302966278,9.692063770871552,Nein,Spiel läuft nicht,5.457179019702929,Nein
93,1,-3.0118141144744968,9.579695613387514,Nein,Spiel läuft nicht,5.00457354532306,Nein
93,0,1.2000768017102814,-11.603204078427131,Nein,Spiel läuft nicht,0.8511030585220821,Nein
94,0,1.174054815685122,-11.62323906556161,Nein,Spiel läuft nicht,0.9185427620225808,Nein
94,1,-3.0409086709384865,9.476095322864971,Nein,Spiel läuft nicht,4.329312638070852,Nein
95,0,1.1444119922240472,-11.644789681494192,Nein,Spiel läuft nicht,0.9891070005564577,Nein
95,1,-3.0696766029338116,9.376971942376068,Nein,Spiel läuft nicht,3.5423027560690628,Nein
96,0,1.1127490229215442,-11.667904021344956,Nein,Spiel läuft nicht,1.0543081747743863,Nein
96,1,-3.098561761557163,9.279039008692282,Nein,Spiel läuft nicht,3.022963270239493,Nein
97,0,1.0812460529945402,-11.68993154131211,Nein,Spiel läuft nicht,1.112226356141377,Nein
97,1,-3.1115807595153773,9.18128483727026,Nein,Spiel läuft nicht,2.5021699781254014,Nein
98,0,1.0486469928217175,-11.710077028309534,Nein,Spiel läuft nicht,1.1662401521064938,Nein
98,1,-3.11147629362753,9.177978866670983,Nein,Spiel läuft nicht,1.8659288209226261,Nein
99,1,-3.1112859991465225,9.175246219320147,Nein,Spiel läuft nicht,1.2575793180736818,Nein
99,0,1.0114202613055676,-11.729309627782005,Nein,Spiel läuft nicht,1.216855793336179,Nein
100,1,-3.1112564702628926,9.172315874818352,Nein,Spiel läuft nicht,2.2021906645882687,Nein
100,0,0.9696441093060414,-11.747911954575375,Nein,Spiel läuft nicht,1.2639976600333895,Nein
101,0,0.9265296687962762,-11.765223937525308,Nein,Spiel läuft nicht,1.3071099211600246,Nein
101,1,-3.111209454677593,9.1692366959585,Nein,Spiel läuft nicht,3.5460917135154335,Nein
102,1,-3.781515951971121,8.785190612752752,Nein,Spiel läuft nicht,5.28163247385903,Nein
102,0,0.8835660383466862,-11.78086452751514,Nein,Spiel läuft nicht,1.3345253522733724,Nein
103,0,0.8405873761366696,-11.795232297819917,Nein,Spiel läuft nicht,1.327696837119291,Nein
103,1,-3.84800975467764,8.699747579213687,Nein,Spiel läuft nicht,5.913191311883845,Nein
104,0,0.8010381171268379,-11.806771434874328,Nein,Spiel läuft nicht,1.283325055107262,Nein
104,1,-3.9059019826374537,8.608960629775904,Nein,Spiel läuft nicht,6.550334589841529,Nein
105,1,-3.9618788032194536,8.515126620878863,Nein,Spiel läuft nicht,5.66216963651021,Nein
105,0,0.7660820334189384,-11.815027413215502,Nein,Spiel läuft nicht,1.221468711449233,Nein
106,0,0.7319473033737126,-11.821650331958427,Nein,Spiel läuft nicht,1.166769003940887,Nein
106,1,-4.017372178978859,8.419652301596996,Nein,Spiel läuft nicht,4.579291250070346,Nein
107,1,-4.072999489519355,8.322787268166952,Nein,Spiel läuft nicht,3.321258716038053,Nein
107,0,0.696222451100736,-11.82792551487215,Nein,Spiel läuft nicht,1.1318427359969256,Nein
108,0,0.6576272704674484,-11.83404033563373,Nein,Spiel läuft nicht,1.1213521307047043,Nein
108,1,-4.128464754240978,8.225811834484219,Nein,Spiel läuft nicht,3.141557017407011,Nein
109,1,-4.141635781894446,8.099605606660461,Nein,Spiel läuft nicht,2.7468480903758223,Nein
109,0,0.6185792287137954,-11.839258412672372,Nein,Spiel läuft nicht,1.1309555690511086,Nein
110,0,0.5801249857642795,-11.843253831326171,Nein,Spiel läuft nicht,1.1484784608865655,Nein
110,1,-4.141511334746526,8.098096967875065,Nein,Spiel läuft nicht,2.0942505614421494,Nein
111,0,0.541544830442474,-11.845095806292075,Nein,Spiel läuft nicht,1.1634151029559159,Nein
111,1,-4.141421646091403,8.096495907885984,Nein,Spiel läuft nicht,2.522955180779245,Nein
112,1,-4.14158561603502,8.094518484633745,Nein,Spiel läuft nicht,3.103627751042022,Nein
112,0,0.5029542113595273,-11.843149837880697,Nein,Spiel läuft nicht,1.1766104838254106,Nein
113,1,-4.631328669126096,7.8519229746012424,Nein,Spiel läuft nicht,4.084762555079048,Nein
113,0,0.4626605487819435,-11.838109611426557,Nein,Spiel läuft nicht,1.1965185180123499,Nein
114,1,-4.727505313792244,7.855599209325976,Nein,Spiel läuft nicht,4.390587308076409,Nein
114,0,0.4212965192452791,-11.82896790771856,Nein,Spiel läuft nicht,1.2253612929161792,Nein
115,1,-4.827426891455078,7.858024046716267,Nein,Spiel läuft nicht,4.914952472231484,Nein
115,0,0.3786291083733357,-11.816934191481792,Nein,Spiel läuft nicht,1.2592103065527356,Nein
116,0,0.3369286380303532,-11.801229954872394,Nein,Spiel läuft nicht,1.284326640624085,Nein
116,1,-4.914100848192327,7.85957866804098,Nein,Spiel läuft nicht,4.344881419642755,Nein
117,1,-4.994725582372325,7.860752364464206,Nein,Spiel läuft nicht,3.5086890718036505,Nein
117,0,0.2959093425153603,-11.78578467713545,Nein,Spiel läuft nicht,1.2928412331527062,Nein
118,0,0.257364179828895,-11.769711469482942,Nein,Spiel läuft nicht,1.292099280092444,Nein
118,1,-5.0905878212248,7.859282984521334,Nein,Spiel läuft nicht,2.381466690436892,Nein
119,0,0.22071439479372135,-11.753636121425451,Nein,Spiel läuft nicht,1.2907100529422122,Nein
119,1,-5.128393715683065,7.882954477788394,Nein,Spiel läuft nicht,2.0165096071800406,Nein
120,1,-5.151827921245863,7.8997060111972806,Nein,Spiel läuft nicht,1.6742340869266226,Nein
120,0,0.17928799442107934,-11.736294088923536,Nein,Spiel läuft nicht,1.3002578985972293,Nein
121,0,0.13744485942243806,-11.718658238824606,Nein,Spiel läuft nicht,1.3091159845631781,Nein
121,1,-5.175527366846154,7.912807576032061,Nein,Spiel läuft nicht,1.3509388539198262,Nein
122,1,-5.21545269136177,7.923723742710909,Nein,Spiel läuft nicht,1.187777694326862,Nein
122,0,0.09307336995215224,-11.70280815607562,Nein,Spiel läuft nicht,1.313492447600733,Nein
123,1,-5.245993526920808,7.937632293142898,Nein,Spiel läuft nicht,1.0982068775708593,Nein
123,0,0.052741368280804946,-11.690539472480182,Nein,Spiel läuft nicht,1.2935993550455014,Nein
124,1,-5.307088361776737,7.938170463744392,Nein,Spiel läuft nicht,1.1462842122749115,Nein
124,0,0.015362118003432845,-11.680960462057763,Nein,Spiel läuft nicht,1.2457829146922816,Nein
125,0,-0.019764743247164387,-11.672872651693199,Nein,Spiel läuft nicht,1.1759011827740098,Nein
125,1,-5.331112653916148,7.941865969432456,Nein,Spiel läuft nicht,1.1481929547361442,Nein
126,0,-0.050900856650374304,-11.666356063938975,Nein,Spiel läuft nicht,1.1054064691079526,Nein
126,1,-5.370262276449572,7.944080241383307,Nein,Spiel läuft nicht,1.1551743939808028,Nein
127,0,-0.08490210667310528,-11.659920321974283,Nein,Spiel läuft nicht,1.0461557739054896,Nein
127,1,-5.403819547314966,7.946469763282988,Nein,Spiel läuft nicht,1.08958901664996,Nein
128,1,-5.435959063197235,7.94767198278274,Nein,Spiel läuft nicht,1.0557909224578195,Nein
128,0,-0.11744744931707653,-11.654930206185174,Nein,Spiel läuft nicht,1.0280765192568113,Nein
129,0,-0.14738929852128613,-11.648398755322564,Nein,Spiel läuft nicht,1.0299389598906055,Nein
129,1,-5.471440111238924,7.945699161123368,Nein,Spiel läuft nicht,0.9945519497534194,Nein
130,1,-5.503961781862785,7.94390202439493,Nein,Spiel läuft nicht,1.0029116537238834,Nein
130,0,-0.19088767840145301,-11.64076963964976,Nein,Spiel läuft nicht,1.0344881590236559,Nein
131,0,-0.22199811198042632,-11.630541956358897,Nein,Spiel läuft nicht,1.012207094965557,Nein
131,1,-5.5294661933107765,7.940060162373446,Nein,Spiel läuft nicht,1.0185867084623967,Nein
132,0,-0.24824125987807916,-11.620190343403314,Nein,Spiel läuft nicht,0.9778768094158026,Nein
132,1,-5.572182157285804,7.935407083013137,Nein,Spiel läuft nicht,1.0795194578539618,Nein
133,0,-0.27396442077788224,-11.611217600680977,Nein,Spiel läuft nicht,0.9160819716051275,Nein
133,1,-5.615895182704094,7.929590801275323,Nein,Spiel läuft nicht,1.147752245652577,Nein
134,1,-5.65963747451295,7.920335926269711,Nein,Spiel läuft nicht,1.2344991806115904,Nein
134,0,-0.29803223983565835,-11.602674691996956,Nein,Spiel läuft nicht,0.8428190532005078,Nein
135,1,-5.703427138832583,7.906964628113013,Nein,Spiel läuft nicht,1.3138236036920037,Nein
135,0,-0.32079932351043516,-11.595006039832318,Nein,Spiel läuft nicht,0.7597536862590851,Nein
136,0,-0.3407685988529835,-11.587993231240558,Nein,Spiel läuft nicht,0.6914138047086533,Nein
136,1,-5.7470770087034255,7.889436132127405,Nein,Spiel läuft nicht,1.3788809918497753,Nein
137,1,-5.790459711401024,7.8679296290897955,Nein,Spiel läuft nicht,1.455022483499577,Nein
137,0,-0.3576290726584488,-11.581670194897425,Nein,Spiel läuft nicht,0.6196302004490448,Nein
138,1,-5.8339361133817915,7.842927186523747,Nein,Spiel läuft nicht,1.4365564703122966,Nein
138,0,-0.37134842956822833,-11.575993418601094,Nein,Spiel läuft nicht,0.5402501721287989,Nein
139,1,-5.8508660003373265,7.755140162574556,Nein,Spiel läuft nicht,1.3262068171103767,Nein
139,0,-0.3820529314387676,-11.569867103753463,Nein,Spiel läuft nicht,0.4591709171083419,Nein
140,1,-5.851208082352162,7.758616899445191,Nein,Spiel läuft nicht,1.1906054469252623,Nein
140,0,-0.39024126102203127,-11.563952247773983,Nein,Spiel läuft nicht,0.38037046542409164,Nein
141,1,-5.8512556900206665,7.762761703377597,Nein,Spiel läuft nicht,1.0770110633028718,Nein
141,0,-0.39497013336050624,-11.557198918142586,Nein,Spiel läuft nicht,0.3133612805124254,Nein
142,0,-0.3961124129705884,-11.550676414425109,Nein,Spiel läuft nicht,0.26293975576360745,Nein
142,1,-5.864550690220159,7.8269762608519855,Nein,Spiel läuft nicht,0.9355754220564929,Nein
143,0,-0.3946688227236623,-11.543934229488272,Nein,Spiel läuft nicht,0.22941696180691834,Nein
