Frame,Object ID,Position X,Position Y,Position Z,Velocity X,Velocity Y,Velocity Z
0,2,-1.4472706317901611,0.39279720187187195,10.083695411682129,0.4457145929336548,-0.016983836889266968,1.2406487464904785
0,6,15.459209442138672,0.09484250098466873,36.14919662475586,-1.9389355182647705,-0.04399315267801285,-0.2542112171649933
1,2,-1.4287028312683105,0.39195483922958374,10.119050025939941,0.4457022249698639,-0.032449983060359955,1.205122709274292
1,6,15.38174057006836,0.09424857795238495,36.151973724365234,-1.9594273567199707,0.007405467331409454,-0.30770614743232727
2,2,-1.4119410514831543,0.3910401165485382,10.159357070922852,0.4331282675266266,-0.02156074158847332,1.1344341039657593
2,6,15.318190574645996,0.09319548308849335,36.206336975097656,-1.9797000885009766,-0.033213622868061066,-0.2712198495864868
3,2,-1.3943885564804077,0.39011359214782715,10.196954727172852,0.4578782618045807,-0.03202734515070915,1.2474210262298584
3,6,15.254317283630371,0.09275247901678085,36.23533630371094,-2.056692600250244,-0.03975725919008255,-0.07925095409154892
4,2,-1.3795965909957886,0.38914477825164795,10.237460136413574,0.4688998758792877,-0.030501987785100937,1.2272350788116455
4,6,15.188216209411621,0.09168699383735657,36.25611114501953,-1.9883533716201782,-0.08809460699558258,-0.12133713066577911
5,2,-1.3668529987335205,0.38821637630462646,10.2772798538208,0.4542992115020752,-0.0223140437155962,1.238123893737793
5,6,15.1265869140625,0.08938829600811005,36.274112701416016,-2.009956121444702,-0.04650849103927612,-0.07487264275550842
6,2,-1.3539701700210571,0.3874165117740631,10.308012962341309,0.4475776255130768,-0.023564200848340988,1.1607035398483276
6,6,15.081534385681152,0.08698516339063644,36.268821716308594,-1.9201374053955078,-0.02197032980620861,-0.2002129703760147
7,2,-1.3380494117736816,0.3867267668247223,10.339406967163086,0.448712021112442,-0.018358387053012848,1.14207923412323
7,6,15.044243812561035,0.08503900468349457,36.265193939208984,-1.8809908628463745,-0.01030050590634346,-0.2031048834323883
8,2,-1.3204272985458374,0.38606855273246765,10.3677978515625,0.4680176377296448,-0.03443029895424843,1.1160849332809448
8,6,15.040934562683105,0.08280616253614426,36.28392791748047,-1.7439748048782349,-0.047971662133932114,-0.14861959218978882
9,2,-1.3014421463012695,0.38530832529067993,10.410748481750488,0.45986220240592957,-0.025058146566152573,1.0999099016189575
9,6,14.997600555419922,0.08059186488389969,36.27982711791992,-1.6921947002410889,-0.027913322672247887,-0.2871726453304291
10,2,-1.2814080715179443,0.38458114862442017,10.464706420898438,0.47398972511291504,-0.011965299025177956,1.2073643207550049
10,6,14.92626667022705,0.07958394289016724,36.244422912597656,-1.7836952209472656,0.048059940338134766,-0.2591237425804138
11,2,-1.262060284614563,0.38382667303085327,10.52249526977539,0.4986743927001953,-0.029534686356782913,1.2728325128555298
11,6,14.873662948608398,0.07899418473243713,36.21681213378906,-1.7291761636734009,-0.07266532629728317,-0.26763251423835754
12,2,-1.2396340370178223,0.38303253054618835,10.5842866897583,0.5251060724258423,-0.03244854137301445,1.358768105506897
12,6,14.784026145935059,0.07890000939369202,36.11235427856445,-1.721529245376587,-0.06550862640142441,-0.38563072681427
13,2,-1.2129108905792236,0.38219067454338074,10.64417552947998,0.5428667068481445,-0.02749328315258026,1.3458760976791382
13,6,14.691994667053223,0.07921489328145981,36.05056381225586,-1.8034641742706299,-0.003921410068869591,-0.4565984904766083
14,2,-1.1855629682540894,0.3813791871070862,10.710262298583984,0.578462541103363,-0.033066198229789734,1.4541062116622925
14,6,14.615228652954102,0.07941550016403198,36.044158935546875,-1.858795404434204,-0.10266266018152237,-0.34721988439559937
15,2,-1.155248761177063,0.3805513381958008,10.767728805541992,0.5917364954948425,-0.020245183259248734,1.455056071281433
15,6,14.54916763305664,0.07960750162601471,36.0546875,-1.9061381816864014,-0.019906628876924515,-0.3136284649372101
15,7,nan,nan,nan,nan,nan,nan
16,2,-1.1275655031204224,0.3795343339443207,10.829360008239746,0.6177295446395874,-0.02450459823012352,1.4734684228897095
16,6,14.52180290222168,0.07997646182775497,36.06696701049805,-1.7556883096694946,-0.000881630927324295,-0.3525412678718567
17,2,-1.100385069847107,0.3784031867980957,10.889854431152344,0.6440972685813904,-0.029081594198942184,1.5699095726013184
17,6,14.456889152526855,0.08015480637550354,36.07556915283203,-1.8411980867385864,-0.07119173556566238,-0.2118699699640274
