object_id,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z
0,1.0487298965454102,0.7668223977088928,5.1778669357299805,,,
1,7.2411580085754395,-1.3814947605133057,12.495972633361816,,,
2,-6.707181453704834,-0.442685604095459,13.67398738861084,,,
3,-1.414786458015442,-1.9737048149108887,23.0615177154541,,,
0,1.0466781854629517,0.7671321630477905,5.170909404754639,0.3169030547142029,0.004145985934883356,0.0005420710076577961
1,7.227465629577637,-1.3792399168014526,12.44816780090332,1.2477121353149414,0.01632273755967617,0.002134741749614477
2,-6.6999664306640625,-0.4400114417076111,13.624475479125977,1.2245618104934692,0.016019944101572037,0.0020949956960976124
3,-1.4633502960205078,-1.9815410375595093,23.185089111328125,2.536381959915161,0.033180948346853256,0.004339428152889013
0,1.0356762409210205,0.7678325176239014,5.1539387702941895,-0.22838549315929413,0.039190683513879776,-0.3227538764476776
2,-6.701526165008545,-0.43868696689605713,13.613970756530762,-0.02862161584198475,0.0609496533870697,-0.46840545535087585
3,-1.468902826309204,-1.9564123153686523,22.78456687927246,-0.38996416330337524,0.38012030720710754,-2.9430389404296875
0,1.02532958984375,0.7688113451004028,5.137208938598633,-0.1470906287431717,0.02696618065237999,-0.22167696058750153
1,7.191794395446777,-1.3720121383666992,12.369514465332031,-0.2665237784385681,0.07241612672805786,-0.5820315480232239
2,-6.692378997802734,-0.4375782012939453,13.609345436096191,0.11529487371444702,0.032283585518598557,-0.2352897822856903
3,-1.5056875944137573,-1.982958197593689,23.226768493652344,-0.42979228496551514,-0.15285006165504456,1.1260424852371216
0,1.0211793184280396,0.7693572640419006,5.128479480743408,-0.11278436332941055,0.02323540300130844,-0.18951809406280518
2,-6.695109844207764,-0.43681180477142334,13.604779243469238,-0.003995442297309637,0.026473134756088257,-0.20317377150058746
3,-1.5016230344772339,-2.053344964981079,23.86768341064453,-0.18861563503742218,-0.4223540425300598,3.2158119678497314
0,1.013755440711975,0.7695971131324768,5.126387596130371,-0.1050228625535965,0.012036102823913097,-0.10299180448055267
2,-6.696930885314941,-0.4351152181625366,13.588250160217285,0.0009333510533906519,0.027351215481758118,-0.20943818986415863
3,-1.4948179721832275,-2.1578383445739746,24.626338958740234,-0.07722356915473938,-0.5793157815933228,4.430304527282715
0,1.008205771446228,0.7693631649017334,5.127357482910156,-0.05628085881471634,0.009599640034139156,-0.0793977826833725
2,-6.69403076171875,-0.43110647797584534,13.537272453308105,0.034154076129198074,0.04123222827911377,-0.3125785291194916
3,-1.497024655342102,-2.1715638637542725,24.618518829345703,-0.1298866719007492,-0.4306441843509674,3.2881693840026855
0,0.9939530491828918,0.768549919128418,5.131697654724121,-0.06717156618833542,0.011453386396169662,-0.0947621762752533
2,-6.693120956420898,-0.4295923411846161,13.533771514892578,0.027646055445075035,0.025846179574728012,-0.19537748396396637
3,-1.5034061670303345,-2.1825027465820312,24.712303161621094,-0.1320500522851944,-0.36905962228775024,2.8169984817504883
0,0.9761858582496643,0.7675455212593079,5.136489391326904,-0.0776311531662941,0.013263583183288574,-0.10951503366231918
1,7.202547550201416,-1.3685426712036133,12.370184898376465,-0.019476866349577904,0.01375043485313654,-0.10720504820346832
2,-6.687908172607422,-0.428461492061615,13.531578063964844,0.010305754840373993,0.021252818405628204,-0.16151118278503418
3,-1.5095171928405762,-2.183634042739868,24.709705352783203,-0.1273355931043625,-0.3006748855113983,2.2870190143585205
0,0.9682295918464661,0.7657871842384338,5.149858474731445,-0.07547496259212494,0.012912004254758358,-0.10647103935480118
1,7.212579727172852,-1.36842942237854,12.374959945678711,-0.024472324177622795,0.006915091536939144,-0.05537303909659386
2,-6.685171604156494,-0.42801615595817566,13.533294677734375,0.006814135238528252,0.014062710106372833,-0.10678940266370773
3,-1.512333631515503,-2.20867919921875,24.992290496826172,-0.09233663231134415,-0.3167407810688019,2.4117443561553955
0,0.9662293791770935,0.7634484171867371,5.175858497619629,-0.1104837954044342,0.018894094973802567,-0.15585796535015106
1,7.233272075653076,-1.3705432415008545,12.425212860107422,-0.03949320688843727,0.011153709143400192,-0.08936109393835068
2,-6.6896491050720215,-0.42786943912506104,13.534873008728027,0.004806639160960913,0.009913165122270584,-0.07532966136932373
3,-1.5139782428741455,-2.2393417358398438,25.283029556274414,-0.07334481179714203,-0.3435917794704437,2.6209075450897217
0,0.9670417904853821,0.7584021687507629,5.220557689666748,-0.14843060076236725,0.02536899968981743,-0.20939086377620697
1,7.257681846618652,-1.3751403093338013,12.487666130065918,-0.0797879695892334,0.022521641105413437,-0.18053756654262543
2,-6.720406532287598,-0.42887699604034424,13.560164451599121,0.005975364241749048,0.012319236062467098,-0.09364615380764008
3,-1.520309567451477,-2.277900457382202,25.58310317993164,-0.0802735760807991,-0.3490002751350403,2.662349224090576
0,0.9702425003051758,0.7544848918914795,5.248917102813721,-0.16461321711540222,0.02811524085700512,-0.2322218418121338
1,7.276639938354492,-1.379897117614746,12.544913291931152,-0.12568166851997375,0.035447705537080765,-0.2843852937221527
2,-6.741082191467285,-0.43143701553344727,13.607378005981445,0.012011704966425896,0.024740049615502357,-0.18825040757656097
3,-1.5190949440002441,-2.297757148742676,25.740123748779297,-0.028810907155275345,-0.34333980083465576,2.626842975616455
0,0.9751337766647339,0.7482033967971802,5.284476280212402,-0.1727820187807083,0.029440222308039665,-0.24375414848327637
1,7.291554927825928,-1.385152816772461,12.58600902557373,0.08109091222286224,-0.038259681314229965,0.3020287752151489
2,-6.760858058929443,-0.4351840615272522,13.647758483886719,0.013833248987793922,0.028431324288249016,-0.21680594980716705
3,-1.5181400775909424,-2.3108763694763184,25.82577133178711,-0.036504052579402924,-0.30834653973579407,2.3631064891815186
0,0.9795960783958435,0.7429353594779968,5.307242393493652,0.018193084746599197,-0.03971700370311737,0.3064650297164917
1,7.300859451293945,-1.3884358406066895,12.609685897827148,0.08916646987199783,-0.03894004598259926,0.30771544575691223
2,-6.772524833679199,-0.4372083246707916,13.664708137512207,0.013899990357458591,0.028589587658643723,-0.2178487777709961
3,-1.5110218524932861,-2.3132476806640625,25.836259841918945,0.0032765136566013098,-0.2801061272621155,2.1486613750457764
0,0.9956061840057373,0.732775092124939,5.351163864135742,0.06640338152647018,-0.04597281292080879,0.35820436477661133
1,7.307862281799316,-1.39308762550354,12.643797874450684,0.07375860959291458,-0.04067559912800789,0.31843966245651245
2,-6.7774128913879395,-0.4395558834075928,13.678979873657227,0.012018823996186256,0.024790793657302856,-0.1883563995361328
3,-1.498715877532959,-2.3185155391693115,25.911819458007812,0.024822460487484932,-0.25627508759498596,1.9621782302856445
0,1.0109436511993408,0.7252531051635742,5.382717132568359,0.09877640753984451,-0.049105990678071976,0.3855927586555481
1,7.311398506164551,-1.394974946975708,12.648762702941895,0.07487865537405014,-0.031950268894433975,0.2519737482070923
2,-6.7850847244262695,-0.44150879979133606,13.698770523071289,0.01446601003408432,0.029842868447303772,-0.22670850157737732
3,-1.484336018562317,-2.3213865756988525,25.95633888244629,0.0607302151620388,-0.23996736109256744,1.841174840927124
0,1.0202053785324097,0.7166010737419128,5.417400360107422,0.07729966938495636,-0.04655671864748001,0.3637877404689789
1,7.313719272613525,-1.3961803913116455,12.646330833435059,0.06434549391269684,-0.02045264281332493,0.1629382073879242
