Frame,Object ID,Position X,Position Y,Position Z,Velocity X,Velocity Y,Velocity Z,Bounding Box X1,Bounding Box Y1,Bounding Box Z1,Bounding Box X2,Bounding Box Y2,Bounding Box Z2,Bounding Box X3,Bounding Box Y3,Bounding Box Z3,Bounding Box X4,Bounding Box Y4,Bounding Box Z4,Bounding Box X5,Bounding Box Y5,Bounding Box Z5,Bounding Box X6,Bounding Box Y6,Bounding Box Z6,Bounding Box X7,Bounding Box Y7,Bounding Box Z7,Bounding Box X8,Bounding Box Y8,Bounding Box Z8
2,5,-7.359551429748535,-3.7167389392852783,14.053126335144043,-2.152354170448234e-07,-5.682536084350431e-06,-1.6156220681295963e-06,-7.601269,-3.9571962,13.711748,-7.601269,-4.103377,14.210829,-7.0819488,-4.076968,14.218564,-7.0819488,-3.9307878,13.719483,-7.632907,-3.3841915,13.879581,-7.632907,-3.5303721,14.378661,-7.113587,-3.5039637,14.386396,-7.113587,-3.357783,13.887316
2,3,-8.7811861038208,-3.91715669631958,15.304971694946289,-1.917866826057434,-0.7345097064971924,2.1461572647094727,-9.111488,-4.5482917,14.723339,-9.111488,-4.756071,15.432725,-8.373334,-4.7185345,15.443719,-8.373334,-4.510755,14.734333,-9.187532,-3.1710458,15.126734,-9.187532,-3.3788247,15.83612,-8.449378,-3.341288,15.847115,-8.449378,-3.1335092,15.137729
2,4,-1.6566498279571533,-6.716049671173096,25.47589111328125,-0.1759895533323288,-2.2640671730041504,7.696618556976318,-1.901933,-7.425473,25.01971,-1.901933,-7.578491,25.542133,-1.3583226,-7.5508475,25.55023,-1.3583226,-7.3978295,25.027807,-1.9824317,-5.9675474,25.446735,-1.9824317,-6.120565,25.96916,-1.4388213,-6.0929213,25.977257,-1.4388213,-5.9399033,25.454832
3,0,0.7235349416732788,0.17509758472442627,0.8896415829658508,0.273524671792984,-0.2279343158006668,0.8302150368690491,0.48303768,-0.012179792,0.6181716,0.48303768,-0.14795628,1.0819671,0.965621,-0.12339875,1.0891564,0.965621,0.012377739,0.62536085,0.461163,0.3837497,0.7340802,0.461163,0.2479732,1.1978757,0.9437463,0.27253073,1.205065,0.9437463,0.40830722,0.74126947
3,1,-8.551375389099121,-3.633401393890381,13.969985008239746,0.09391113370656967,0.051550328731536865,-0.15836188197135925,-8.837407,-4.3176208,13.378633,-8.837407,-4.516669,14.058556,-8.129941,-4.4806676,14.069095,-8.129941,-4.2816195,13.389172,-8.920634,-2.81121,13.819635,-8.920634,-3.010258,14.499558,-8.213168,-2.9742568,14.5100975,-8.213168,-2.7752087,13.830174
3,3,-8.816896438598633,-3.9132955074310303,15.265983581542969,-1.740278720855713,-0.35927990078926086,0.8988285064697266,-9.156301,-4.5242343,14.649481,-9.156301,-4.732216,15.3599205,-8.417082,-4.6945987,15.370934,-8.417082,-4.486617,14.660494,-9.232361,-3.147544,15.052508,-9.232361,-3.355526,15.762948,-8.493142,-3.3179088,15.77396,-8.493142,-3.109927,15.06352
3,4,-1.7240341901779175,-6.7403178215026855,25.52474021911621,-0.9906304478645325,-1.7336077690124512,5.734832763671875,-2.0022476,-7.4301853,25.049797,-2.0022476,-7.583063,25.572008,-1.4588833,-7.5554123,25.580103,-1.4588833,-7.402535,25.057892,-2.082579,-5.9761925,25.475456,-2.082579,-6.1290703,25.997665,-1.5392146,-6.10142,26.00576,-1.5392146,-5.948542,25.48355
4,0,0.7377796173095703,0.16893085837364197,0.9271734356880188,0.3558415174484253,-0.24078971147537231,0.8897780179977417,0.5040697,-0.020382643,0.65443134,0.5040697,-0.15638849,1.1190184,0.9874741,-0.13175282,1.1262305,0.9874741,0.0042530447,0.6616434,0.4819013,0.3802722,0.77172136,0.4819013,0.24426636,1.2363085,0.9653056,0.26890206,1.2435205,0.9653056,0.4049079,0.77893335
4,1,-8.544971466064453,-3.6308116912841797,13.955717086791992,-0.2538797855377197,-0.07230085134506226,0.19898824393749237,-8.822125,-4.3097916,13.3595085,-8.822125,-4.507841,14.036031,-8.118201,-4.4719667,14.046533,-8.118201,-4.2739177,13.37001,-8.905353,-2.8056126,13.79985,-8.905353,-3.0036616,14.476373,-8.201427,-2.9677875,14.486875,-8.201427,-2.7697384,13.810352
4,3,-8.817062377929688,-3.90381121635437,15.19858169555664,-1.2106397151947021,-0.03559103235602379,-0.10724268108606339,-9.138025,-4.491996,14.537389,-9.138025,-4.6986866,15.243431,-8.403386,-4.6612473,15.254391,-8.403386,-4.4545565,14.548349,-9.214408,-3.111514,14.941519,-9.214408,-3.3182046,15.647561,-8.479769,-3.2807655,15.658522,-8.479769,-3.0740747,14.952479
4,4,-1.7281270027160645,-6.754461765289307,25.565759658813477,-0.47552070021629333,-1.4019558429718018,4.699113368988037,-1.9610387,-7.4403405,25.091665,-1.9610387,-7.592519,25.611496,-1.4201502,-7.564954,25.619566,-1.4201502,-7.412775,25.099735,-2.041479,-5.98652,25.517265,-2.041479,-6.1386986,26.037096,-1.5005907,-6.111133,26.045166,-1.5005906,-5.958955,25.525333
5,0,0.7549113631248474,0.16261136531829834,0.9660701155662537,0.39078041911125183,-0.24850399792194366,0.9226762652397156,0.5220935,-0.028332978,0.68953574,0.5220935,-0.16456065,1.1549151,1.0063217,-0.13992438,1.1621268,1.0063217,-0.0036967248,0.69674736,0.4996809,0.3774199,0.80830926,0.4996809,0.24119222,1.2736886,0.9839091,0.2658285,1.2809002,0.9839091,0.40205616,0.81552094
5,1,-8.538378715515137,-3.6306302547454834,13.955625534057617,0.1698468178510666,0.024324575439095497,-0.05104411765933037,-8.816449,-4.3198347,13.385603,-8.816449,-4.517839,14.062023,-8.112632,-4.4820304,14.072505,-8.112632,-4.284026,13.396085,-8.899625,-2.8140342,13.826386,-8.899625,-3.0120387,14.502807,-8.195807,-2.9762301,14.513289,-8.195807,-2.778226,13.836868
5,3,-8.804878234863281,-3.879916191101074,15.084061622619629,-0.8151702880859375,0.1421007513999939,-0.6392620801925659,-9.110248,-4.4620914,14.448961,-9.110248,-4.6670218,15.149041,-8.381813,-4.629961,15.15989,-8.381813,-4.4250307,14.45981,-9.186472,-3.08214,14.852906,-9.186472,-3.2870703,15.552986,-8.458037,-3.2500095,15.563835,-8.458037,-3.0450792,14.863754
5,4,-1.7233983278274536,-6.780642032623291,25.667953491210938,-0.22709043323993683,-1.3140968084335327,4.446350574493408,-1.9376493,-7.474617,25.20055,-1.9376493,-7.628049,25.724703,-1.3922682,-7.6003013,25.732824,-1.3922682,-7.44687,25.208673,-2.0182095,-6.0161676,25.627474,-2.0182095,-6.1695995,26.151625,-1.4728284,-6.141852,26.159748,-1.4728284,-5.9884205,25.635595
6,0,0.7742792963981628,0.15599991381168365,1.00398588180542,0.4202624261379242,-0.2513009309768677,0.9379976987838745,0.5408956,-0.037032276,0.72336996,0.5408956,-0.17335775,1.1892387,1.0256221,-0.14872834,1.196446,1.0256221,-0.0124028325,0.73057723,0.51822925,0.37387243,0.8436116,0.51822925,0.23754692,1.3094803,1.0029558,0.26217636,1.3166876,1.0029558,0.39850187,0.8508188
6,1,-8.541340827941895,-3.636453628540039,13.994607925415039,-0.3318430185317993,-0.08727149665355682,0.23566094040870667,-8.857001,-4.344263,13.463455,-8.857001,-4.5450096,14.149471,-8.143216,-4.5087414,14.160085,-8.143216,-4.3079953,13.474069,-8.940065,-2.838447,13.904098,-8.940065,-3.0391934,14.590114,-8.22628,-3.0029254,14.600726,-8.22628,-2.8021789,13.91471
6,3,-8.781588554382324,-3.8418452739715576,14.939485549926758,-0.21740978956222534,0.33488914370536804,-1.1854296922683716,-9.020421,-4.425749,14.326023,-9.020421,-4.6288238,15.019997,-8.298356,-4.592135,15.030732,-8.298356,-4.38906,14.336759,-9.096626,-3.0442672,14.730281,-9.096626,-3.2473423,15.424254,-8.374561,-3.2106535,15.434991,-8.374561,-3.0075784,14.741017
6,4,-1.7203824520111084,-6.785163402557373,25.665990829467773,-0.10693365335464478,-1.0500714778900146,3.568237781524658,-1.9245644,-7.47025,25.179493,-1.9245644,-7.6247115,25.707338,-1.3753533,-7.5968056,25.715504,-1.3753533,-7.442344,25.18766,-2.0052774,-6.0070486,25.607664,-2.0052774,-6.16151,26.13551,-1.4560664,-6.133604,26.143675,-1.4560664,-5.9791427,25.615831
7,0,0.7942193746566772,0.14957605302333832,1.0392862558364868,0.43947502970695496,-0.2504518926143646,0.9380903244018555,0.5589594,-0.045417815,0.7549157,0.5589594,-0.18188125,1.2209606,1.043894,-0.15725362,1.2281718,1.043894,-0.02079019,0.7621269,0.5359985,0.37099478,0.8768462,0.5359985,0.23453131,1.3428911,1.0209332,0.25915894,1.3501023,1.0209332,0.3956224,0.88405746
7,1,-8.550671577453613,-3.641772508621216,14.020541191101074,-0.1288621425628662,-0.12131406366825104,0.39001962542533875,-8.872698,-4.3493342,13.478891,-8.872698,-4.5480676,14.1575985,-8.16648,-4.5122023,14.1681,-8.16648,-4.3134685,13.489393,-8.955793,-2.8423429,13.920156,-8.955793,-3.0410767,14.598863,-8.249576,-3.0052109,14.6093645,-8.249576,-2.8064775,13.930657
7,3,-8.741474151611328,-3.8258190155029297,14.912299156188965,-0.039282869547605515,0.2696315050125122,-0.9282556176185608,-8.987811,-4.429258,14.341958,-8.987811,-4.630977,15.030863,-8.270984,-4.594573,15.041523,-8.270984,-4.3928533,14.352617,-9.063882,-3.049656,14.745921,-9.063882,-3.2513752,15.434827,-8.3470545,-3.214971,15.445486,-8.3470545,-3.0132513,14.756581
7,2,5.488033294677734,-2.8619308471679688,15.039894104003906,0.28872182965278625,0.014655891805887222,0.004292132332921028,5.284148,-3.323115,14.655729,5.284148,-3.4636402,15.135646,5.7835164,-3.4382796,15.143071,5.7835164,-3.2977545,14.663156,5.2287903,-2.319158,14.949699,5.2287903,-2.4596832,15.429616,5.7281585,-2.4343226,15.437042,5.7281585,-2.2937975,14.957126
7,4,-1.7171573638916016,-6.785996913909912,25.663251876831055,-0.06205443665385246,-0.8812358975410461,2.9978365898132324,-1.9198668,-7.467752,25.175512,-1.9198668,-7.622907,25.70539,-1.3685095,-7.5949063,25.71359,-1.3685095,-7.439751,25.18371,-2.000459,-6.006152,25.603485,-2.000459,-6.1613073,26.133364,-1.4491017,-6.1333065,26.141563,-1.4491017,-5.9781513,25.611685
8,0,0.8099441528320312,0.14368034899234772,1.0723227262496948,0.4239203631877899,-0.24930304288864136,0.9315521717071533,0.5704252,-0.05313137,0.78488076,0.5704252,-0.1896874,1.2513689,1.0558096,-0.16501749,1.2585905,1.0558096,-0.028461456,0.7921024,0.5470941,0.36968094,0.9086515,0.5470941,0.23312488,1.3751396,1.0324785,0.2577948,1.3823612,1.0324785,0.39435086,0.91587317
8,1,-8.566340446472168,-3.6495931148529053,14.0554780960083,-0.1969035565853119,-0.15400370955467224,0.4889758229255676,-8.895573,-4.3599973,13.513083,-8.895573,-4.5599303,14.1960745,-8.184915,-4.523811,14.206648,-8.184915,-4.3238773,13.523657,-8.978733,-2.8529482,13.954246,-8.978733,-3.0528817,14.637237,-8.268075,-3.016762,14.64781,-8.268075,-2.8168287,13.964819
8,3,-8.722107887268066,-3.8123133182525635,14.89376163482666,-0.05339634045958519,0.25078049302101135,-0.8667527437210083,-8.990421,-4.4158654,14.331212,-8.990421,-4.6156588,15.013723,-8.280262,-4.5795646,15.024289,-8.280262,-4.379771,14.341778,-9.066098,-3.0444193,14.732678,-9.066098,-3.2442124,15.41519,-8.35594,-3.2081182,15.4257555,-8.35594,-3.008325,14.743244
8,2,5.496936798095703,-2.8628082275390625,15.04606819152832,0.31045687198638916,0.015778806060552597,0.004619125742465258,5.295074,-3.326573,14.669864,5.295074,-3.4670615,15.149786,5.7944374,-3.4416811,15.157216,5.7944374,-3.3011923,14.677293,5.2396674,-2.322484,14.963792,5.2396674,-2.4629729,15.443715,5.7390313,-2.4375925,15.451145,5.7390313,-2.2971036,14.971222
8,4,-1.7091237306594849,-6.784829139709473,25.656511306762695,-0.0012832903303205967,-0.7449102997779846,2.544440746307373,-1.907532,-7.4700603,25.1658,-1.907532,-7.62524,25.695908,-1.355951,-7.597205,25.704113,-1.355951,-7.442026,25.174007,-1.9887637,-5.9979596,25.596731,-1.9887637,-6.1531386,26.126839,-1.4371827,-6.1251044,26.135046,-1.4371827,-5.969925,25.604939
9,0,0.8231256008148193,0.1381000131368637,1.104416847229004,0.4087585210800171,-0.24825434386730194,0.9255515933036804,0.57925296,-0.060633928,0.81298035,0.57925296,-0.19828704,1.2834154,1.0687268,-0.17339218,1.2907,1.0687268,-0.035739064,0.8202648,0.5555586,0.36849433,0.9385467,0.5555586,0.23084122,1.4089818,1.0450325,0.25573608,1.4162663,1.0450325,0.3933892,0.9458312
9,1,-8.569710731506348,-3.659308910369873,14.093657493591309,-0.11680550128221512,-0.17263981699943542,0.5679658651351929,-8.888487,-4.370884,13.542145,-8.888487,-4.57447,14.237908,-8.164566,-4.537651,14.248682,-8.164566,-4.334065,13.5529175,-8.971804,-2.861934,13.983675,-8.971804,-3.06552,14.679439,-8.247883,-3.028701,14.690212,-8.247883,-2.825115,13.994449
9,3,-8.714743614196777,-3.805105686187744,14.886731147766113,-0.08281669020652771,0.2176259607076645,-0.7593693733215332,-8.994922,-4.417564,14.334425,-8.994922,-4.6144133,15.007165,-8.294954,-4.5788126,15.017582,-8.294954,-4.3819633,14.344842,-9.070727,-3.0446448,14.736152,-9.070727,-3.2414942,15.408892,-8.370761,-3.2058935,15.41931,-8.370761,-3.0090444,14.746569
9,2,5.495983600616455,-2.8578953742980957,15.000658988952637,0.15482035279273987,0.07311107963323593,-0.22064754366874695,5.2669287,-3.3002229,14.562062,5.2669287,-3.4406543,15.041992,5.7662816,-3.415257,15.049423,5.7662816,-3.2748256,14.569493,5.2114353,-2.295187,14.856144,5.2114353,-2.4356182,15.336074,5.7107887,-2.4102209,15.343505,5.7107887,-2.2697897,14.863575
9,4,-1.7014273405075073,-6.785223960876465,25.65414810180664,0.013547777198255062,-0.6488668322563171,2.220085859298706,-1.9061353,-7.4743075,25.16118,-1.9061353,-7.6309714,25.696585,-1.3490624,-7.6026382,25.704874,-1.3490624,-7.445975,25.169472,-1.9877057,-5.9969883,25.593456,-1.9877057,-6.1536517,26.12886,-1.4306327,-6.1253185,26.13715,-1.4306327,-5.968655,25.601746
10,0,0.8310074806213379,0.13281238079071045,1.136351227760315,0.3683668375015259,-0.24937276542186737,0.9216809868812561,0.57721114,-0.06814605,0.8384712,0.57721114,-0.20857465,1.3183874,1.0765516,-0.18320101,1.325812,1.0765514,-0.042772412,0.8458957,0.5531397,0.3682072,0.9661528,0.5531397,0.22777858,1.446069,1.0524801,0.2531522,1.4534936,1.05248,0.3935808,0.9735773
10,1,-8.584419250488281,-3.6688263416290283,14.126287460327148,-0.20553021132946014,-0.18501685559749603,0.5935524702072144,-8.926468,-4.378406,13.559357,-8.926468,-4.5875406,14.274077,-8.182819,-4.5497527,14.285134,-8.182819,-4.340618,13.570414,-9.009823,-2.867392,14.001495,-9.009823,-3.0765269,14.716216,-8.266174,-3.038739,14.727273,-8.266174,-2.8296041,14.012552
10,3,-8.714086532592773,-3.804591178894043,14.899910926818848,-0.1318880021572113,0.1555069386959076,-0.5563076138496399,-9.009701,-4.428279,14.367245,-9.009701,-4.623823,15.03552,-8.314378,-4.588491,15.045858,-8.314378,-4.3929462,14.3775835,-9.085431,-3.05549,14.768937,-9.085431,-3.2510345,15.437212,-8.390107,-3.215702,15.447551,-8.390107,-3.0201578,14.779276
10,4,-1.6946409940719604,-6.78460168838501,25.6439208984375,0.021711187437176704,-0.5589962005615234,1.9144694805145264,-1.9046121,-7.4729624,25.145397,-1.9046121,-7.6304145,25.683493,-1.344739,-7.601965,25.691816,-1.344739,-7.444513,25.153723,-1.9862031,-5.993929,25.578178,-1.9862031,-6.151381,26.116274,-1.4263299,-6.1229315,26.124598,-1.42633,-5.9654794,25.586504
11,0,0.8373640775680542,0.12751519680023193,1.1693637371063232,0.34234628081321716,-0.2513512969017029,0.923854649066925,0.5742991,-0.07605325,0.8625182,0.5742991,-0.22087273,1.3575711,1.0893764,-0.1946685,1.3652368,1.0893764,-0.049849033,0.8701838,0.5497687,0.36811393,0.99245185,0.5497687,0.22329447,1.4875047,1.064846,0.24949867,1.4951704,1.064846,0.39431813,1.0001174
11,1,-8.593819618225098,-3.675539016723633,14.145623207092285,-0.19040372967720032,-0.1749146431684494,0.5619874000549316,-8.934507,-4.378718,13.564811,-8.934507,-4.591211,14.291199,-8.17874,-4.5527616,14.302446,-8.17874,-4.340269,13.576058,-9.01784,-2.869821,14.006213,-9.01784,-3.0823135,14.732601,-8.262073,-3.0438645,14.743849,-8.262073,-2.8313718,14.017462
11,3,-8.713587760925293,-3.8065192699432373,14.914931297302246,-0.12421096861362457,0.0888456180691719,-0.32715773582458496,-9.01252,-4.441742,14.417144,-9.01252,-4.636894,15.084254,-8.318427,-4.6015825,15.0945835,-8.318427,-4.4064307,14.427474,-9.088213,-3.0711932,14.818075,-9.088213,-3.2663453,15.485185,-8.394119,-3.2310338,15.495515,-8.394119,-3.0358818,14.828404
11,4,-1.6862633228302002,-6.783719539642334,25.641883850097656,0.046402040868997574,-0.5009156465530396,1.7210984230041504,-1.8950386,-7.471036,25.148008,-1.8950386,-7.6279984,25.684572,-1.3367716,-7.599597,25.69288,-1.3367716,-7.442634,25.156317,-1.9766731,-5.992897,25.580412,-1.9766731,-6.14986,26.116978,-1.4184061,-6.1214585,26.125284,-1.4184061,-5.9644957,25.58872
12,0,0.8414377570152283,0.12236624211072922,1.2023766040802002,0.30989664793014526,-0.2531783878803253,0.9241808652877808,0.5671472,-0.08339138,0.88515097,0.5671472,-0.23317692,1.3973644,1.1000674,-0.20612195,1.4052761,1.1000674,-0.056336403,0.8930626,0.5422218,0.36890414,1.0174148,0.5422218,0.21911862,1.5296283,1.0751419,0.24617362,1.53754,1.0751419,0.39595917,1.0253265
12,1,-8.601561546325684,-3.6816580295562744,14.164032936096191,-0.18647778034210205,-0.17338517308235168,0.5577769875526428,-8.944691,-4.383636,13.577359,-8.944691,-4.599017,14.313886,-8.17839,-4.560114,14.325262,-8.17839,-4.3447328,13.588736,-9.027936,-2.8730836,14.019087,-9.027936,-3.0884645,14.755613,-8.261634,-3.0495613,14.76699,-8.261634,-2.8341804,14.030463
12,2,5.481802463531494,-2.856506109237671,14.998337745666504,0.039469413459300995,0.01641019620001316,-0.04868083819746971,5.242057,-3.310575,14.601775,5.242057,-3.4509196,15.081704,5.7413883,-3.4255698,15.089117,5.7413883,-3.2852252,14.609188,5.1867313,-2.306641,14.895353,5.1867313,-2.4469857,15.375282,5.686063,-2.421636,15.382695,5.686063,-2.2812912,14.902766
12,3,-8.713946342468262,-3.8108785152435303,14.946310043334961,-0.1272421032190323,0.028430292382836342,-0.12119720131158829,-9.018803,-4.4592676,14.470877,-9.018803,-4.654252,15.137654,-8.325069,-4.619033,15.147954,-8.325069,-4.4240484,14.481176,-9.094355,-3.0883057,14.871785,-9.094355,-3.28329,15.538562,-8.400621,-3.248071,15.5488615,-8.400621,-3.0530865,14.882084
12,4,-1.6781271696090698,-6.784010887145996,25.648605346679688,0.058799728751182556,-0.4619540572166443,1.5908010005950928,-1.8897095,-7.471811,25.159885,-1.8897094,-7.6290545,25.697603,-1.3302524,-7.600652,25.70591,-1.3302524,-7.4434085,25.168192,-1.9710178,-5.9963927,25.59134,-1.9710178,-6.153637,26.129057,-1.4115609,-6.1252346,26.137363,-1.4115609,-5.967991,25.599646
13,0,0.8449050188064575,0.11737189441919327,1.236366868019104,0.28703197836875916,-0.25606444478034973,0.9293546080589294,0.5618055,-0.09125325,0.9092917,0.5618055,-0.24595281,1.4381142,1.1120231,-0.21804386,1.4462786,1.1120231,-0.0633443,0.9174561,0.53638846,0.3703365,1.0443232,0.53638846,0.21563697,1.5731456,1.086606,0.24354592,1.5813102,1.086606,0.39824545,1.0524876
13,1,-8.611536026000977,-3.683635711669922,14.16491985321045,-0.20743730664253235,-0.14610923826694489,0.4604147672653198,-8.961147,-4.3760843,13.56103,-8.961147,-4.593899,14.305603,-8.18645,-4.5546036,14.317099,-8.18645,-4.336789,13.572526,-9.0442095,-2.867608,14.002314,-9.0442095,-3.0854225,14.746886,-8.269513,-3.046127,14.758382,-8.269513,-2.8283129,14.013809
13,3,-8.714961051940918,-3.8149423599243164,14.973832130432129,-0.13243705034255981,-0.023945286870002747,0.05692886933684349,-9.021324,-4.460602,14.484439,-9.021324,-4.6547894,15.148246,-8.33066,-4.6197567,15.158494,-8.33066,-4.425569,14.494687,-9.096713,-3.091487,14.8849535,-9.096713,-3.2856743,15.548761,-8.406049,-3.2506413,15.55901,-8.406049,-3.056454,14.895203
13,4,-1.6699117422103882,-6.782012462615967,25.640146255493164,0.07251492142677307,-0.39993882179260254,1.3807950019836426,-1.8837303,-7.465948,25.138395,-1.8837303,-7.623647,25.677471,-1.3228447,-7.595197,25.685795,-1.3228447,-7.437498,25.146719,-1.9652653,-5.985224,25.571562,-1.9652653,-6.1429224,26.110636,-1.4043797,-6.1144724,26.11896,-1.4043797,-5.9567733,25.579884
14,0,0.8479670882225037,0.11273527145385742,1.2702747583389282,0.2668127715587616,-0.25750404596328735,0.9309155344963074,0.55768454,-0.099104926,0.9339391,0.55768454,-0.25792396,1.4770854,1.1227847,-0.22924024,1.4854727,1.1227847,-0.070421174,0.9423264,0.5316843,0.37278003,1.0719209,0.5316843,0.21396098,1.6150671,1.0967845,0.24264474,1.6234545,1.0967845,0.4014638,1.0803082
14,1,-8.62044906616211,-3.688720226287842,14.188611030578613,-0.20490862429141998,-0.1678113341331482,0.5352910161018372,-8.975854,-4.387163,13.595205,-8.975854,-4.609063,14.354084,-8.186302,-4.5689864,14.365803,-8.186302,-4.3470864,13.606924,-9.059055,-2.8771245,14.03675,-9.059055,-3.0990248,14.795628,-8.269503,-3.058948,14.807346,-8.269503,-2.8370478,14.048469
14,3,-8.714678764343262,-3.8189949989318848,14.999223709106445,-0.08206113427877426,-0.014835154637694359,0.035275280475616455,-9.012338,-4.4623785,14.500331,-9.012338,-4.655908,15.162184,-8.323732,-4.6209555,15.172404,-8.323732,-4.4274254,14.510551,-9.087645,-3.0956163,14.89998,-9.087645,-3.289146,15.561833,-8.399039,-3.2541933,15.572054,-8.399039,-3.0606637,14.9102
14,2,5.489260196685791,-2.8627936840057373,15.048433303833008,0.20622879266738892,0.03798678144812584,-0.09105298668146133,5.2803025,-3.3335674,14.689661,5.2803025,-3.4738975,15.169577,5.7796164,-3.4485528,15.176988,5.7796164,-3.3082228,14.697072,5.2249637,-2.329209,14.983341,5.2249637,-2.4695392,15.463257,5.7242775,-2.4441946,15.470668,5.7242775,-2.3038645,14.990752
14,4,-1.6612361669540405,-6.780137062072754,25.6259765625,0.0859946459531784,-0.3124995827674866,1.0849244594573975,-1.8809428,-7.4422116,25.067585,-1.8809428,-7.6026993,25.616438,-1.3099073,-7.573714,25.624912,-1.3099073,-7.4132266,25.076061,-1.9623017,-5.965608,25.499353,-1.9623017,-6.1260953,26.048204,-1.3912662,-6.0971103,26.05668,-1.3912662,-5.9366226,25.507828
