frame,object_id,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z
0,0,1.0451956987380981,0.7583670616149902,5.1424970626831055,,,
1,0,1.0449966192245483,0.7578840255737305,5.154613018035889,1.0991947650909424,0.014519551768898964,0.0019001822220161557
2,0,1.0453778505325317,0.7575222849845886,5.1613450050354,0.05849601700901985,-0.06128707155585289,0.4748843014240265
3,0,1.0453195571899414,0.757321298122406,5.162953853607178,-0.009098947048187256,-0.025720976293087006,0.19574694335460663
4,0,1.0437134504318237,0.7573270797729492,5.161433219909668,-0.0010165590792894363,-0.011995896697044373,0.09169014543294907
5,0,1.039644718170166,0.7574240565299988,5.157505512237549,-0.0018098496366292238,-0.021397780627012253,0.16323931515216827
6,0,1.034882664680481,0.7575523853302002,5.1528730392456055,-0.0019594430923461914,-0.023163218051195145,0.17673203349113464
6,1,-1.421983242034912,-2.2635416984558105,24.982873916625977,-5.524949031610049e-08,5.554323251999449e-06,5.000977125746431e-07
7,0,1.031014323234558,0.7578182220458984,5.1446685791015625,-0.0022000123281031847,-0.025995202362537384,0.19843220710754395
7,1,-1.4185031652450562,-2.2680962085723877,25.077844619750977,3.3335165977478027,0.043796464800834656,0.005731017794460058
8,0,1.027504324913025,0.758050262928009,5.138267517089844,-0.002054286655038595,-0.02422502264380455,0.1852947622537613
9,0,1.0236564874649048,0.7582076191902161,5.134408950805664,-0.0018757679499685764,-0.022114988416433334,0.16919268667697906
10,0,1.0207924842834473,0.7583850622177124,5.129953384399414,-0.0018260593060404062,-0.021526571363210678,0.16470859944820404
10,1,-1.4075044393539429,-2.272871732711792,25.107362747192383,0.19870831072330475,-0.07961375266313553,0.6302028298377991
11,0,1.0168066024780273,0.7584791779518127,5.127241134643555,-0.0017427458660677075,-0.020527433604002,0.15719561278820038
12,0,1.0141186714172363,0.7585222721099854,5.125678539276123,-0.0014962941640987992,-0.017637690529227257,0.13496604561805725
12,1,-1.3998252153396606,-2.2761824131011963,25.129465103149414,0.16794592142105103,-0.06786072254180908,0.5370867848396301
13,0,1.011836051940918,0.7585067749023438,5.124752998352051,-0.001344434218481183,-0.015845920890569687,0.1212683841586113
13,1,-1.4048848152160645,-2.2789011001586914,25.157474517822266,-0.032216574996709824,-0.08419091254472733,0.6417338252067566
14,0,1.0101593732833862,0.7584369778633118,5.1242265701293945,-0.0011833281023427844,-0.013944998383522034,0.10673660039901733
14,1,-1.4160338640213013,-2.2835144996643066,25.208528518676758,-0.10750331729650497,-0.1058417335152626,0.8000282645225525
15,0,1.0089693069458008,0.7582866549491882,5.123997211456299,-0.0010292362421751022,-0.01212592888623476,0.09283769875764847
15,1,-1.4398030042648315,-2.2835118770599365,25.197223663330078,-0.22138269245624542,-0.03091510757803917,0.21435368061065674
